Review,Rating
"nice small bathroom stayed hotel nights returned night leaving seattle, king size room actually large room bathrooms small times, sink tiny second time room toiletries, overall room clean nice bed flat-screen tv, road noise street, parking 19 night privileges, good location,  ",3
"bad location unmatchable price range, simple sleeping room 80 expect pay 2x, surprisingly cleaner hotels seen past week driving la staying travelodge days inn motel 6. quality furnishings high, sure little run spots old building usual character flaws none affected comfort, lucky corner room especially nice look w know paying 250+/night, bath worked n't care watch tv vacation idea worked want believe comments feel free, mean room come,  ",3
"excellent hotel great location lovely boutique hotel great location, right union square, half block cable car great restaurants, service excellent took great care making restaurant reservations shuttle arrangements general area info, boutique hotel kensington park anyday stay number,  ",4
"rude hotel staff 2 star rooms clean good location stayed 12 nights honeymoon room nice felt little dirty dismal dark feeling okay, n't care spending time room, room tiny bathroom clean marble floors liked clean bathroom important, desk overcharged rude husband confronted, plain nasty, manager got involved worked end, breakfast free crossiant juice everyday 10 days nothing, lobby free internet access pc appreciated, rooms quiet filled antiques appreciated little different norm, neighboorhood n't great 4 blocks south block area loaded junkies sly looking people, n't walk night unless pairs, n't dislike hotel rate good stay honeymooned somewhat sentimental travelling san fran looking hotel potential place stay pass better area brighter rooms better breakfast warmer staff,  ",3
"casablanca great, great location right times square, beautiful little hotel loved casablanca theme, rooms small adequate nice bathroom immaculately clean, complimentary drinks nibbles evening rick cafe welcome hard day sightseeing, rick nice place relax chat read newspaper, complimentary internet access handy too.would definitely stay,  ",5
"big room priced filthy booked 2 room suite 2 days expedia stated 2 bedrooms queen sized beds sofa bed living room instead master bedroom w/ queen sized bed w/ master bath attatched small children bedroom w/ double bed small love seat w/ pull work 2 couples friend drove west palm beach hoping sleep sofe bed ended sleeping love seat kitchen advertised big absolutely cutlery glasses pots pan room service useless speak english worst room filthy floors looked n't mopped months bath tub mouldings molding clean room second day really change towels n't think wipped thing down..,  ",2
"central location boston start july 2008 trip, delayed flight crash dublin airport hotel lenox great choice hotel, upgraded large comfortable corner room, really complaints hotel, scores highest great location bay area great places eat drink shops, start essential duck tour round corner, lenox 4-star hotel good, friendly efficient good service good breakfast, certainly recommend,  ",4
"nice stay enjoyed staying chancellor hotel, room clean modern, n't luxurious price great, staff helpful friendly housekeeping staff, room faced powell street crazy noisy light sleeper recommend getting room facing direction, n't mind noise really room worry considering awesome location tons hours night, tip ask memory foam pillows instead ones bed slept logs, actually offer menu advantage sleep like, make sure bring toiletries n't provide spa ones alot hotels, shampoo bar soap thats,  ",4
"nice touches enjoyable stay hotel diva good choice wishing comfortable hotel character near union square, room exceptionally clean modern decor furnishings nice touches ipod dock widescreen tv complimentary toiletries, free internet stations dotted hotel welcome free coffee morning, staff friendly.the negative aspect stay location room 5th floor overlooked dark alleyway, thought lack natural light caused problems trying jetlag balanced lack noise wrong, noise building work sound smashing glass 4am onwards highly irritating, rooms avoided.overall good stay,  ",4
"posh hotel husband stayed hilton seattle september 2003 night really liked, stayed queen room bed, bed linens wall paper furniture bathroom really nice, nice view, centrally located, reserved room hotwire.com room 100,  ",4
"perfect needs marqueen nice change typical boxy hotel room, brand new love sense history appreciate marqueen, advise trip advisor asked room bothered noise fact thought maybe ones case, apartment nice equipped kitchen space, proximity market good restaurants kerry park seattle center monorail walking workable option, staff gracious,  ",5
"good hotel hotel clean, room bigger average nice, large flatscreen tv nice room quiet, nightclub door closed wo n't noise there.the guy desk helpful bookings, location good block cable car stop,  ",4
"nice butt hotel staff nice, thing want hear 5:00am staff taking garbage sounded 20 min, train wreck morning, n't stay parking garge view noise constent, party best bed 3:00 3:30 tried, count construction starts 8:00am morning,  ",3
"n't impressed completed 13-night stay san francisco business, original reasons decided stay diva 10,000 frequent flier miles airline offering stay free wireless internet service offer rooms laptop, internet nice convenient happy tons airline miles hotel left lot desired, floors creak n't believe neighbor takes shower 6 sounds loud freight train making impossibile sleep, speaking 6 mention morning gave unrequested wake-up 6 saturday, saturday, morning able sleep screwed, room entire hotel really strange odor really went away time tv far fewer channels practically hotel stayed before.the excercise room okay, nothing special needed treadmill stairmaster ca n't complain, mentioned in-room wireless internet nice sure break bunch twice day, running hour later inconvenience, mention room pretty quiet creaky floors loud pipes gave room faced courtyard instead geary street heard really loud room facing street definitely mind decide stay here.the reason hotel 2 dots 5 instead 1 free internet decent location, hotel needs major overhaul seriously doubt stay matter miles airline offers,  ",2
"nice place good staff clean good location used priceline price got room 2 night stay 101 night, got noon wait 2:30 check held bags went grabbed lunch, little bit mix-up regarding request king size bed management ended upgrading corner room larger room hdtv king bed n't charge us.we asked new tower recommended people, nice explored older tower nice, complaint new tower pool/spa/workout area located old tower lobby, knew happy room old tower.free wifi lobby pay room, great room safe, larger laptop hotel locked room spare.the staff professional polite actually knew answers questions asked, place spotless convention going, asked robes happily supplied 2 nice comfy ones charge.my minuses bed little hard comfy additional fees little things typical hotels seattle, parking 35 day in-room internet 11 day.otherwise nice size rooms good security friendly staff clean employees professional friendly, flying suggest renting car seattle crazy parking expensive, hotel walking distance attractions space needle monorail couple blocks away happy stay, cab from/to airport 30, generic shuttle runs string different hotels 18 round trip pp,  ",5
"great returned staying, hotel great value clean comfortable, rooms large fine old section, terminal free wireless internet access lobby, reviewer pick signal laptop room, morning breakfast great afternoon snacks nice bonus, enjoyed location desk staff young friendly helpful,  ",4
"excellent price nice place, convenient downtown chinatown near union square moscone, room small space need, bed comfy, shower tub curtain worked great, room clean service good, big city hotels hear dumpster emptied late night early morning, nut job expects 4 stars 2 star price pick place, recommend budget wants centrally located hotel, pleasantly surprised,  ",4
"friendly hotel great location, great hotel great location union square, friendly staff clean pleasantly decorated rooms, room good size quite small, boutique hotel feeling liked, free wine hour 5pm 6pm day n't try, near lots shops restaurants, cable cars block away lots transport including bart airport streetcar fishermans wharf short walk away,  ",4
"impressive, husband attending conference hotel chose stay directly hotel conference, days spent alexis absolutely gorgeous, booked directly sheraton website unable accommodate room newly refurbished section hotel unless chose room double beds, room good sized drab, bathroom cramped compared alexis offered toiletries provided way perfumey, say simple pleasure enjoy lotions, hotel provides, positive note bed comfortable heater noise minimal, desk staff nice.they nickel dime, 12/day including tax internet, break, spoiled room amenities alexis place stay time,  ",3
"great stay near marina, stayed nights conference fort mason, hotel ideally located conference area 10 minute walk, let say staff reallly welcoming friendly, arrived sfo east coast 5 hour flight early morning, took cab city landing breakfast washington square, time arrived hotel near 12 noon, n't expect hotel check room early desk person sure check room ready luckily, early check big plus, room floor, big bay windows view alley deal breaker relatively quiet, king bed really comfortable wide possibly sleep 3 average-sized people comfortably, room clean spacious, aside near meeting location great finding restaurants walking distance particularly chestnut steiner streets, hotel frequent muni bus routes plus car stay.overall enjoyed stay coventry recommend,  ",4
"mark twain recommended, drove fresno ca 3.5 hr drive san francisco, tired checked mark twain greeted warm professional approach, staff expedient checked rooms exhausted time stood desk personnel major plus sleep time, know mean relax time, ive noticed service par mark twain manager mr. jake treated family service havent seen long time, rates reasonable service-excellent, thankyou mark twain manager staff making stay pleasant, customer life.fresno68,  ",5
"fantastic stay monaco seattle hotel monaco holds high standards kimpton hotel line, stayed kimpton hotels cities easily say seattle hotel monaco best seen, service attentive prompt, based member kimpton loyalty program upgraded 10th floor room great view 4th street excellent public library kitty-corner hotel, highly recommend tour public library blown away, room quite spacious beautiful flat-screen television dvd/cd player, exercise room pretty standard kimpton size means adequate outstanding eliptical cardio machines stationary bikes personal viewing screens, cardio machine screens accept dvd seen, kimpton hotels hotel monaco line particular hotel lobby stylish quirky inviting, easy imagine spending time relaxing comfortable over-stuffed chairs, restaurant attached hotel sazerac good, far eaten lunch look forward breakfast tomorrow, kimpton properties able connect free highspeed internet ethernet seconds cruising web checking email office problems, opinion ca n't wrong kimpton hotel seattle hotel monaco certainly excellent choice,  ",5
"5 star hotel, meaning write review got san juan near end, n't jewel hotel negative reviews read site quite helpful past wonderful reviews thankfully used finally make booking, spent nothing glorious week assume reviews read written local competition act desperation spoiled people n't know enjoy, ca n't think moment employee venue n't world class, restaurants room casino pool spa terrific, staff desk room service nothing short fantastic, wife n't travelled lot, hotel world class way arrival departure, n't reccomend highly, okay cheap boy worth money, ps spend little stay club floor, wo n't regret moment, counting days return.michaelnyc,  ",5
"pleased, returned trip new orleans staying hotel, staff friendly efficient, karissa wonderful securing room suit best, mother walk canes needed convenient floor rooms, free continental breakfast pretty norm, loved free internet, hotel clean comfortable convenient streetcar hotel, numerous eateries nearby including emeril lagasse delmonico st. charles tavern 24 hours day good, stay anytime,  ",5
"nice location wife seattle wedding stayed hotel nights, location convenient easy access freeways local attractions blocks walk downtown, room spacious clean quiet, provided breakfast good, parking valet 18 plus tax, enjoyed excellent dinner small place pigalle restaurant near end pike street look large brass pig close,  ",4
"5 star service attitude family 5 3 small children usually 5 star hotels small boutique hotel dont let feel welcome booked hotel saw travel channel room good size clean bed comfy hotel older think ac blew room love size bathroom improved toiletries, aside love place 5 star concierge 5 star attitude, asked information shuttle fishermen wharf didnt make reservation arrived lobby decided change plan hotel shuttle conciege greeted said limo reserved mind reservation, limo came 5 minute chauffer greeted introduce gave bit history place going, looking luxury hotel plenty sf price tag mark hopkins tops chart customer service train friendly staff felt home,  ",5
"dont returned week stay el conquistador couple, couples traveled extensively stayed accomodations cabins world class, dirty el c.getting, el c charges 140.00 couple round trip airport facility, 280 decided instead rent car enterprise airport, week rental plus gas el c charge gave vehicle week, yes drive route 3 stop signs route 66 merge route 3.the hotel grounds, grounds magnificent cliff location, clean maintained beautiful views ocean, hotel huge small city, complains size blame themself booking, know size come right, school vacation week amazed uncrowded, hassles crowds waiting.the rooms, stayed ocean view rooms las brisas wing, large appointed clean, view balcony fantastic, mini frig perfect, complaint, fyi want stay middle complex rooms base marina, tied using tram time gain access main hotel buildings.service, superb, friendly helpful feel guest pampered.the tram, saw complaints tram, truth told problem, trams 2 run constantly longest wait maybe 2-3 minutes, trip takes couple minutes, maybe hassle school vacation week.the ferry, want got resorts private beach island ferry, run half hour trip island takes 10-15 minutes, hassle this.the island, fabulous, plenty chairs sun shade, great swimming, perfect respects, water shoes necessary tender feet sit far island away ferry dock need coral, towels available rest rooms food drink, really fun way spent day.casino, big gamblers casino perfect, big small, fro everyone.gold course, play looked spectacular, inquired 180 round.spa, use..no comment.food drinks, hold wallet, expensive expensive expensive, ate numerous grills stingray othellos, prices expect world class cuisine case, car comes play, went local store fajardo loaded waters fruit yougert, breakfast light lunch balacony wanted, bought booze cocktails balconies night dinner, way save fortune, allowed site visit local restraunts, blast met great local folks.rain forest, went, lots hiking honestly unless nature want experience n't lose sleep miss, ca n't miss waterfall forest disappointing lack size.bioluminescent bay, book hotel 90 person, ther local companies book, went eco 45 person, dissappointing, luminescence brightest summer help winter, diminished moon, honestly barely tell existed, aware wet bring change clothes workout, great shape felt gym.luquillo beach, great trip car, blue flag beach fantastic, rent lounges 5 umbrealla want, restrooms snacks available, head kiosks lunch, number 2 la parilla best good went second time.all agreed return,  ",5
"great place stay, clean large rooms friendly helpful staff ask price location yes property old matter fact desk manager told property renovation years, really thing really needs changed carpet, stained clean.they rescued stay ramada limited street originally booked, understood problem n't surprised disgust got checked minutes.if san francisco definitely stay,  ",4
"cool charming hideaway w/great location nights sf recommended stay, glad did, refurbished motorlodge right, comfortable rooms heated pool colorful decor great location, walk palace fine arts science museum fort mason union street public transportation, seeking little luxury bellhops room service et al ai n't, price ease getting comfort fun setting worth trying, high points desk staff know sure customized visitor handouts, free parking getting car tight hotels charge parking plus matter,  ",5
"glitz pits ritz, returned 3-night stay ritz carlton new orleans celebrating anniversary, reading mixed reviews place bit concerned choice, aaa rate 107/night certainly worth taking chance, agree typical 5-star ritz carlton nonetheless beautiful hotel, room ready arrival 1pm check-in 3pm, went stroll lunch, called cell 2:30p told room ready, bags stored brought room check-in, use spa nice best ritz spa nice, pool small resistance jet allowing lap swimming actually swimming laps, nice size whirlpool, location hotel excellent 2 blocks bourbon street easy access canel st. charles streetcar lines, service fine issues housekeeping room clean, experience horror stories reviewers, guess lucky, overall return hotel,  ",4
"convenient location great customer service booked hotel priceline, little wary reviews hotel later realized hotel 480 actually crowne plaza union square.first hotel clean staff pleasant, called confirm reservation desk helpful willing note room preferences, usually book hotels using priceline lot left type responses hotel, pleasant efficient service continued checked person, guest automatically asked case lost keys needed in.room honored request 20th floor nice view, windows span wall expansive airy feel, room cozy clean tastefully decorated, got king bed comfortable n't best beds slept bad.there couple annoyances, valet parking 43 14 tax 50, absurd, second night local garage parking 26 overnight, secondly internet service room restricted wired, normally fine gf work using separate computers, wireless n't time.all hotel great beats 4 stars stayed worth especially given low fare using priceline, definitely recommend,  ",5
"great value pre-cruise stay stayed saturday night prior cruise leaving sunday, ca n't say money saved staying, hotel provided shuttle airport took 45 minutes shuttle pick solid continental breakfast shuttle port miami, port 11:30, family saved lot money, hotel clean ok area negative want walk night outside hotel area value exceptional, stay offered shuttle,  ",3
"hix want, booked 7 night stay hix house read reviews posted site, pleased overwhelmingly positive admit bit nervous nature aspect, fan bugs spiders despite outdoor person, review hesitations, hix relaxing vacation accommodation experienced set standard vacation, sleeping mosquito nets turned rustic notion necessity, n't wake swarm insects reviews suggested, fact n't recall near bed closet, occasional wayward beetle way outdoor shower easily ushered, leebc suggests lizards curious intrusive likely kept insect population control, embracing natural surroundings sloughing buildup city work stress aspect true relaxation n't experience typical hotel setting, reveled going week makeup blow-drying hair dinner drinks, understated architecture blends beautifully serene environment promoting unspoken atmosphere quiet simply, suddenly feel desire music television prefer sound birdsong coastal breezes rare unfamiliar quiet mind, felt strangely indulgent eating fresh baked bread fruit provided despite healthier typical vacation fare, wo n't hix island house conducive party vacation nearby towns provide somewhat outlet desire, preferred hanging patio playing game trivial pursuit days keeping score, staff friendly attentive helpful providing fresh beach towels requested booking activities making restaurant recommendations, bbh completely validated recommendation providing promised south beach vibe__Ç gorgeous tapas cocktail selection, expect constant attention catering hix, staff need space privacy, room clean stocked check check rarely bumped housekeeping, praise stay hix perfect base camp week exploring relaxing soaking delightful eccentricities vieques, it__Ç_é_ don__Ç_é_ want spoil really,  ",5
"excellent value spent days castle inn 24 good value, rooms appointed essentials tourist including iron ironing board, really clean fact n't think bathroom clean, tub shower small interested seeing city walls room, noise street n't getting good night sleep, staff friendly helpful directions recommendations, located walking distance restaurants taverns walgreens polk ave. blocks cable car stop mass transit near by.overall fairly good stay, fyi mass transit probably best way majority sightseeing best advised prepared crushing conditions lines especially chinatown, best stay school rush hour 3 5 p.m. unruly arrogent children country aboard, flower american youth really scared future,  ",4
"definitely worth try stay june 5 8 2004had fun, nice people good service quiet location walking distance* pike place market, room small nice, second time paid little room worth extra money, went priceline choose 5 star hotel, market/uphill back- mean uphill,  ",4
"wish hotels good, stayed hotel 3 days excellent, hotel good location close downtown frequent shuttle service n't hassle far away city peace quiet, wake overlooking bustling beautiful lake sea-planes taking landing distance, hotel clean staff professional polite accomodating, room superb spotlessly clean spacious, seattle hope n't stay else.keep good work silver cloud lake union,  ",5
"outstanding location husband stayed millennium bostonian 5 nights anniversary end july, reviews expressed getting weary hotel choice hoped best, check-in effortless room definitely motel 6 definitely luxury brochure states say nice hampton inn, booked trip priceline n't pay luxury price disappointed, trip boston hotel n't better location, really central want, definitely metro train located 2 blocks hotel far easiest way boston including getting cambridge fenway park, eat drink hotel prices quite high places real character, spent lot time north end fabulous meal villa francesca, waterfront 2 blocks away great restaurants parks views harbor sunset cruise, quincy market faneuil hall located directly street shop eat till drop old union oyster house right corner, beer samuel adams brewery tour pub crawl cambridge, harvard square gorgeous best pubs food area, fenway park tour catch game tickets on-line green monster forever, history guided tour freedom trail, took cab airport accessible walking metro, overall hotel perfect location concierge extremely helpful accommodations adequate bed extremely comfortable problems noise level hotel boston definitely stay hotel booking discount hotel website, enjoy trip certainly did,  ",4
"rex hotel king stayed rex times staff friendly capable pleasure deal, great location edge union square theaters chinatown, hills climb, rex funky fun n't miss afternoon wine hour, special feature suites floor, accomodate guest bedroom living room quite large, suite contains 1 1/2 baths certainly adds comfort, room computers printer rarely busy free,  ",4
"wonderful experience friend stayed teenage girls omni double sweet sixteen weekend celebration february, fantastic experience loved omni, stayed hotels times square marquis renaissance westin love hustle bustle, retreating omni welcomed change end long days, n't room long early morning quick change evening plans right bed broadway evening, checked room 1616 incredible coincidence celebrate girls 16th birthdays, asked purpose said no, weird kinda cool girls, room ok size huge, double/double 4 fine room suitcases, adequate space nice, bathroom pretty shown traveller photos, sent complimentary cookies yoohoo day, guess way treating birthday girl special, nice guesture, received free beverages 2 3 mornings, sure friend booking travelzoo rate birthday girls, coffee maker room umbrellas, course starbucks corner nyc free coffee morning room service, check bell staff conceirge wonderful nice, room pretty quiet considering nyc, occasional horns honking construction noise elevator noise considering elevators right outside room door, negative hard 2 people sleep comfortably double bed, queen beds easier, n't big people thought fall bed trying stay double, hotel nice safe location close wonderful shopping, felt safe walked home, quick walking distance times square rockefeller center central park subway stations right corner, loved omni consider looking best accomodations reasonable price,  ",4
"avoid construction/refurbishment completed stayed sheraton seattle day cruise, hotel perfect location walk downtown restaurants shops, hotel construction entrance poorly marked hotel, taxi driver pull curb construction materials street, help luggage ramp street, lobby offered help luggage, late, check breeze 5 minutes, sets elevators depending floor directed wrong set, fortunately caught error getting, room clean standard outdated shades buff yellow, gift/sundry shop construction restaurant/bar cordoned section lobby.i try seattle sheraton construction refurbishment finished not, thought secured felt reasonable rate hotwire feel hotel worth price,  ",2
"really liked firts let start saying extremely fussy comes hotels service certanily n't disappointed.from previous reviews commented bad service slightly dubious checking, say pleaseant helpful hotel think, started 3 week holiday san fran stayed 2 nights clift separate times staying between.the staff remebered checked asked trip thought quite nice touch feel slightly special bothered.the reception common areas sultry bets colour lift trun rooms consider value money ish night, n't notice noise hotel n't full.my slights hotel yes bathroom small larger second room upgraded, know red room fabulous tad expensive n't particularly impressed menu asia cuba, lastly bit rough area thought san fran rough n't feel safe there.overall really enjoyed staff comtributed nothing trouble.would recommend yes seen location think probably st gregory,  ",4
"great breakfast friendly staff convenient hourly shuttle service downtown space needle rooms pleasant somewhat holiday real treat breakfast way make-your-own fresh belgian waffles eggs hard-bioled big selection breads yoghurt, blocks away rei world wraps cafe especially handy vegetarians, nice little getaway family,  ",4
"totally misleading, worst hotel, looked line looked ok got really surprised, looked nothing on-line photo looking really run, room crappy bathroom looked total dump, n't feel safe hotel feel safe walking outside hotel gangster-land, wonder cheap, stay seriously,  ",1
"expected spent night hotel wife way sedona stayed adobe grand villa loved, kind disappointed, stayed ritz laguna nigel really unimpressed resort, thoughts room bed comfortable expected, furniture rooms looked old worn, a/c heater unit kept malfunctioning, heater come wrong time room toasty, called desk sent repair man fix, stated fuse needed changed, amenity workout room small, crammed bunch tredmills free weights, kind crampedservice kind wave parking fee complained heater, wife left favorite pillow asked ship, offered 30, thought kind absurd.all think better place stay phoenix, got great deal online stay got sam deal,  ",3
"nightmare elm street overall hotel bad, rooms room suites food okay great, problem car broken day stay, contacted desk told break attitude oh really, asked speak deck manager returned, obviously n't care problem, talking emplyees car break ins quite problem area, property hires offsite security drive late evening hours, park car risk better stay,  ",1
"good experience hotel valet professional hospitable, husband board meeting good business travelers, gift shop really stocked w/alot items need toieltries, parking convenient w/standard cost 12-14 guests, guestroom south tower 18th flr w/slight view small guest room king bed functional granite countertops/floors bath granite counter flat screen tv, bathroom super small size interior room cruise ship, shower/bathtub narrow restrictive bathe, decor attempting consistently best a/c unit countertop finish needs fixing finish chipping slightly hanging, cosmetic observation, new coffee dispenser brews cup instead pot good, chairs comfortable, chairs extremely narrow, room service timely decent good, expensive hot oatmeal bacon 4 slices total 35, stayed hotels quality service 4-5 star pricing conducive quality food received, alot room service schedules hotel n't, restaurant better hot food guarnteed, breakfast buffet wonderful, lobby area spacious desk clerks professional kind check-in, hallways/elevators clean decor nicely, colleagues beautiful guestroom doors extremely spacious, bathroom bit dated decor lighting really bad old gas station, property literally transitioning adams mark sheraton stay happens unsettling guests good n't affect, general assembly meetings competed youth cheerleading competition located upstairs meeting room shook floors level chandeliers floor earthquake mode dust coming whew, probably stay recommend colleagues sake convenience location, hope review helps travel planning,  ",4
"definitely hotel, wow, thank trip advisor, nola second time year work, boss booked hotel reading horrible reviews got switched st ann, got pretty good reviews site skeptical got room n't ready drove quarter awhile, housekeeping works day limited staffing, finally got room loved, old hotel built 1800 told plenty old southern charm, desk staff helpful knew pleasant time lobby, room facing little courtyard pool size bed love seat desk tv chair pleased, going nola pampered fancy hotel pass, basic, stayed 4 nights n't trouble, price outstanding, complaint parking fee, french quarter good parking limited easier pay valet fee search place park time, right bourbon street plenty, returned home lastnight ca n't wait, thanks st ann, seeing say,  ",4
"perfect stay great time staying adolphus new year, ideal location stay staff friendly particularly bellmen technician came help dvd player room slight problem nothing major, hotel helpful airline temporarily lost cases sure returned safely, bellman particular believe noted reviews especially sweet chatting helping lot, bemused comments hear things walls/ceiling n't case, 14th floor think definitely quite high n't experience, noise windows live main road home england accustomed noise traffic people night n't really notice, certainly distracting affect sleep, room service food pricey true hotels needed use week long stay, food warming hearty lady brought polite, ate dining room french room rodeo bar food fine, overall lovely stay, room musty smell bright clean, negative point say experience extra charge anomalies reviewers mentioned hotel tried charge valet parking final settled charges paid daily basis, took minute explain situation rectified correct, definitely stay suitable circumstances, splashed stay location helpful lone traveller returning dallas month staying different hotel different situation generally speaking probably hotels better amenities pool, overall admit lovely way word imply encounter negatives cited thoroughly enjoyed stay,  ",4
"great value clean modern style, reception staff friendly gave complimentary upgrade traditional deluxe room check-in, hot tub perfect temperature, wireless access great parking free, fancy comfortable friendly place stay walking distance uw,  ",5
"great stay casablanca trip new york better great, arrived 6:30 a.m. staff immediately took luggage invited second floor breakfast officially started stay, great way begin staff continued helpful suggestions meals suggestions great routes sites, knowledgable personable, 2 servers upstairs ricks wonderful nice great smiles, loved breakfast great room sit friends read talk review pictures, loved availability too.the room small clean comfortable, shower magnificent great pressure, quiet, location super.we 2 couples agreed return recommend casablanca,  ",5
"charming great location enjoyed stay el convento, hotel staff upgraded room suite friendly, bed comfortable slept, hotel walking distance resturants shopping, stayed days cruise rested 7 days island hopping,  ",5
"brrrrr, want stay quiet place middle block away bourbon highly recommend dauphine orleans, arrived pleasantly suprised upgraded jacuzzi suite requested courtyard king, got room impressed nice, suite comfortable king-size memory foam mattress, jacuzzi room lighted vanity perfect getting ready nighttime activities, actual bathroom nice cleaner building old, say maid service pretty spotty steal toilet paper maid cart gave refills, major complaints hotel, 1 cold showers, hot water heater job, hard enjoy tepid temperature jacuzzi morning face prospect cold shower, complained numerous times desk nothing, 2 chain inside toilet broke asked fix, nothing rig staple matchbook, overall recommend dauphine orleans good value, lucky wo n't problems glad stayed, stay, hotel monteleone blocks away right dickie brennan steakhouse, plus rotating bar,  ",3
"newly renovated clean rooms free parking loads amenities friendly service characterize stay broadway manor inn, exception exterior door room looked completely renovated, comforter light fixtures looked new bathroom, parking lot wasn__Ç_é_ big hotel employees managed spot car ease reiterated guest guaranteed free parking spot, in-room refrigerator microwave coffeemaker came use free wireless internet, breakfast provided hotel restaurant peter__Ç_é_ d served good home-style meal breakfast/lunch usual healthy california crap tasty not-so-healthy diner food, different desk clerks knowledgeable city pointed touristy places visit, recommend inn friends,  ",5
"best deal san fran reviews read right money, place fantastic, clean nicely decorated staff n't friendlier, n't stayed hotels san fran wo n't,  ",5
"great place svc got 4 nights, great place svc, reviews wrong bad days prof complainers, ritz 4 seasons nothing wrong hotel, issues 1 50 hotel/50 resort, good business travelers, 2 room size/400 sq ft. small, rooms no,  ",5
"gold floor best stayed gold floor club floor fairmont copley plaza boston went parents weekend daughter college, fantastic, owner map travel stay plenty great hotels, gold floor experience best club rooms elegant cozy felt home lived mansion, service excellent food breakfast lunch snack cocktail time light dinner good varied day, day upgrade level worth penny,  ",5
"nice not, high expectations hotel based reviews referals friends, expectations hightened received e-mail hotel inquiring needs, plane arriving 10:30 la requested early check, arrived disappointed, exited cab help luggage, struggle door, usually carry luggage dragging airport looking forward service w advertised, check went fast given early check requested, hallways dark people mentioned, bad stated, room big amenaties, bathroom especially nice, room decorated trendy contemporary style like, went lobby evening surprised hotel/resturaunt transformed posh party place, thought fit not, mid felt place, hotel great younger croud feel comfortable fairmont street, ate resturaunt breakfast surprised prices, visiting couple hotels area prices little higher average, surprissed travel hawaii prices high higher checked surprised charged 60 early check fee, n't mind paying rate upset told charged service, sum hotel nice trendy 20 30 couples, service advertised leaves bit desired overall good stay, come seattle probably stay, experience hotel younger scene,  ",4
"noisey nice expected, work seattle live whidbey island occasionally spend weekend city, spent fair time looking hotels listed trip advisor decided hotel looked nice web, pretty disappointed got room nice alexis inn market sorrento stayed, room wear tear broken door amour fan bathroom broken lock mini bar expecting luxury linens bed price paying, worst jack hammers construction outside window friday evening construction new library, noise subsided 7:30pm got bad start weekend hotel vintage park, noise morning cement poured street, called desk moved room rooms available, turned expensive noisey weekend,  ",2
"comfy super location, place fabulous, room little small coming nyc biggie pun intended, bed linens really nice duvet cover king size pillows, shower fantastic provided bathrobe, think best ammenities congierge, provided colorful map city gave really good tips based interests, told efficient route wanted, thing n't crazy parking garage, little bit maze, n't pay sure fluke hotel validates parking, safe right door,  ",5
"great holiday staying perfect inn beijing great holiday staying perfect inn beijing, booked hotel month ago read trip advisor review member wrote location good bathroom bad smell, arrived asked reception problem.receptionist smile told experience.perfect inn limo service pick beijing capital airport.there price 200rmb perfect pick, waiting arrival sign, warm welcome welcome drink, car driver person told beijing perfect inn, helpful.reception staff welcome, room spotless, people met hotel return visits, nothing trouble, hotel lane main road really peaceful, perfect inn lovely little hotel area good food, stay drum tower vier room bad smell bathroom.the diffarent types room types room, think executive room better tariff 350rmb/room/night including breakfast.this visit beijing year sure weeks time maybe,  ",5
"got 4 day stay definitely recommned place, room dirty paint peeling tiles missing moldy bathroom, stand chair adjust rattling air conditioner, breakfast so-so rolls weak coffee, pictures web site brochure nothing place, n't stay,  ",1
"lawn mowers 5 a.m. given room golf course, woke 5 morning roar lawn mowers, 5 numerous fairways, wear tear rooms facilities obvious, beautiful old hotel 3 stars, bring earplugs,  ",1
"special visited new york time december christmas decorations, high expectations hotel disappointed, rooms toiletries staff breakfast coffee machine excellent hotel fantastic location time visitor.my husband room quiet window open night problem, parents room quite bit noise street.apart n't fault n't want stay return ny,  ",5
"nice staff treated nite hotel staying friends, better air mattress right, desk great helpful woman joking guy acted knew forever nice irish guy, able check quite early room gave looked escape moved floor quiet, altho preferred looking geary st. action, room fine bathroom decent nice little package toiletries nothing wowed, lobby small lounge unless count starbucks door constant playing divas video kind cheesy, fine 98 probably try hotel trip,  ",3
"sadly disappointing spotty bad service mixed overhyped atmosphere, rooms quaint air conditioning bad n't sleep high hard acheive considering knob broken, suite smallest shower seen tub, second day took phoned 4 p.m. clean room, fitness center joke, staff friendly completely ineffective valet parking highlight, looking bed fine, vacation, wo n't,  ",2
"good choice seattle said little gem boutique hotel edge downtown, old building nicely maintained restored people slightly old finish, loved, room floor building, meant quiet fairly clear view space needle 5 blocks away, room 2 queen size beds separate small sitting room kitchen, worked clean.the staff friendly professional, valet parking quick easy, location partial residential area homely feel outside lots good neighbourhood restaurants pubs, short walk seattle center provided access monorail quck trip downtown.we definitely stay seattle,  ",4
"columbus motor inn w/car park reading forum recommendations chose columbus motor inn christmas holiday 2006. staff helpful friendly, room 305 quiet view coit tower spacious clean perfect, bargain includes parking needed car, bus 30 pulls drops union square, columbus couple blocks trolley muni cable car, 3 blocks fishermans wharf, great restaurants supermarket trader joes ask desk easy walking directions, want walk, brought cooler items breakfast coffee pot room frig quite happy, visited sister properties convinced columbus far better property, highway 101 traffic corridor busy noisy, columbus motor inn jewel, definitely, thank trip advisor forum recommendation,  ",5
